0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
0.000000e+00,     nan
5.320824e-08,5.482485e+00
1.089338e-07,5.523393e+00
1.643852e-07,5.564097e+00
2.195646e-07,5.604600e+00
2.744739e-07,5.644903e+00
3.291150e-07,5.685007e+00
3.834900e-07,5.724914e+00
4.376006e-07,5.764625e+00
4.914489e-07,5.804142e+00
5.450367e-07,5.843466e+00
5.983659e-07,5.882599e+00
6.514384e-07,5.921541e+00
7.042559e-07,5.960295e+00
7.568202e-07,5.998861e+00
8.091333e-07,6.037241e+00
8.611968e-07,6.075436e+00
9.130125e-07,6.113448e+00
9.645822e-07,6.151278e+00
1.015908e-06,6.188927e+00
1.066990e-06,6.226397e+00
1.117832e-06,6.263688e+00
1.168435e-06,6.300802e+00
1.218800e-06,6.337740e+00
1.268929e-06,6.374504e+00
1.318824e-06,6.411095e+00
1.368487e-06,6.447514e+00
1.417918e-06,6.483761e+00
1.467120e-06,6.519839e+00
1.516094e-06,6.555748e+00
1.564842e-06,6.591490e+00
1.613365e-06,6.627066e+00
1.661664e-06,6.662477e+00
1.709742e-06,6.697724e+00
1.757600e-06,6.732808e+00
1.805239e-06,6.767730e+00
1.852661e-06,6.802492e+00
1.899868e-06,6.837094e+00
1.946859e-06,6.871538e+00
1.993639e-06,6.905824e+00
2.040206e-06,6.939954e+00
2.086564e-06,6.973929e+00
2.132713e-06,7.007750e+00
2.178654e-06,7.041418e+00
2.224390e-06,7.074933e+00
2.269922e-06,7.108298e+00
2.315250e-06,7.141512e+00
2.360376e-06,7.174577e+00
2.405302e-06,7.207495e+00
2.450029e-06,7.240265e+00
2.494558e-06,7.272889e+00
2.538891e-06,7.305367e+00
2.583028e-06,7.337702e+00
2.626971e-06,7.369893e+00
2.670721e-06,7.401942e+00
2.714280e-06,7.433849e+00
2.757649e-06,7.465616e+00
2.800829e-06,7.497244e+00
